"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"1"	1.15972230239727	0.751219301300475	0.262605340017734	0.306169930652287	-0.346004678528051	0.822486135004978	-1.51454811901548	0.618869566825768	-0.990177492807436	1.05528436764700	0.075421205847693	2.40382550555029	2.61832580827523	0.180448574017225	1.79771510127435	1.74119149808591	1.08333797079996	0.928404063277346	2.33551937947474	3.85524061917824
"2"	-0.838624992042869	1.35563189190895	0.0734091884661937	-0.929825323039377	1.02985421732742	-0.621121861578603	-1.19067897739150	-1.01355298803450	2.16903010360474	-0.792090768204769	2.46764927612664	1.43913671341142	2.28900880804601	2.22540436226328	2.14917140627235	2.2404104508469	2.84626720019303	2.9676327455527	3.8814311023187	2.79928257123057
"3"	0.661366333540895	1.9485549764353	0.381640835017131	-0.120190156655847	-0.431125339724212	1.78051826856814	-0.46227008401723	-0.469410006277038	-0.286280275323997	0.526432583848975	2.13076925508306	0.572524107925237	0.246357272229227	2.27172969096548	0.671632025677443	1.26465191036806	3.30108945741068	0.365418932323487	1.98184450398028	0.525947639547077
"4"	1.44912903089282	2.06623689846874	1.59960333640626	0.431795873042042	0.654308729431724	-0.287315278355717	-1.31630051271919	0.114468764802601	-0.222565477101779	0.925806740686821	2.99348774651063	-0.139799150097392	1.51089540508854	2.86791313887992	0.998785869579754	-0.0546281550325709	0.998557807965184	2.26124909903776	3.37848174121278	2.65622227010791
"5"	0.499182874841398	-0.511975299578631	-1.36322742684414	-0.543557116372605	-0.153707797724210	-0.482270449267634	-1.09166071102015	0.176847176243067	-0.298358332300389	1.36995627928580	0.82982134160658	1.80675015447188	3.84695202541803	3.06843242089228	1.49295527188261	1.24236983851145	1.44277364622876	1.68031278787174	0.300227947137461	1.91700080233857
"6"	-0.495440469117949	0.0205900843380744	-0.373476415128491	-1.95900022835675	-0.143060002840641	1.28921582745758	1.26852620363527	-0.156332948448189	-0.0215622219257605	0.626948523086328	0.324885226759575	-0.44727867235895	0.898770852369739	-1.30254982554421	-0.216079837283912	-0.79918726891297	1.54349295577709	0.134408723183041	1.20440706873265	0.409623569837759
"7"	-1.08945661834071	-1.39745526228795	0.510787639602653	-0.310850929849283	0.0908978961178491	1.83332979258986	0.221638669756281	0.411814127933987	0.124551354446864	0.337624968382224	0.637522292316875	2.43735107005702	1.51969029852767	0.608225140461215	2.58120908575737	0.543924215566259	0.646260731352196	2.75570982164361	2.65016078337261	1.34325440306299
"8"	-1.20763718524459	0.383510354625095	-1.23844605950027	0.0130711533605327	-0.659804069084507	0.25203168022041	0.657815181768123	-1.71931723375569	-2.08851900441108	-0.113808843010678	4.27240783678277	4.00189403696779	2.32423730925376	2.41721658244252	1.33883569350206	1.05788947904798	0.956758552639836	3.26063077959837	2.25458214985522	2.24271522106423
"9"	0.315813552944618	-2.21075909852038	1.77532325220297	-1.96402883969405	0.742988876577969	0.245442092718701	0.505093705863499	-1.80335124067030	0.824662613509419	1.19406212714453	0.600278607887675	-0.463875402144935	0.973390406378654	-0.0249108017099201	2.65205803328893	0.285462940514081	-0.269246089751806	0.345322897258052	0.538975202265383	1.13070636444262
"10"	-1.61015255667158	-0.22670471724091	1.25079858152683	-0.288938764296982	-0.308895960391275	1.27435556895542	1.14092046137281	-1.07826933540746	0.577716013892754	-1.07185691273496	-0.733752572115755	-0.575354054078798	-1.37931622650578	-2.2175191647878	-0.221589732633790	-2.21490150267699	-0.140100728483368	-1.97742791502181	0.00512147316281553	-1.99793105997526
"11"	-2.15233631305029	0.524515681943257	0.422025805783251	0.97815802411661	0.327211723649017	1.07197510423139	-0.718678515261966	-0.43943537282812	-0.0716596916756977	-1.53284404870735	0.674392636221853	0.880034225307976	1.79160899958761	-0.167257454031275	1.63951318442428	-1.11482206331189	0.785196640553668	-0.626678677734847	1.44119286628631	0.276005906134565
"12"	0.927981512660261	-1.34567761306018	0.972098072992396	-0.38758566055543	1.20935916676294	-0.643783120143453	-0.874161248537453	0.317013141294715	-0.349601147454932	0.94742074357681	-2.20224435770873	0.809534817498691	-0.642784097499884	0.465606935281203	-0.203316640265711	0.247491708034716	1.08637169015186	0.808286710536765	0.572326073273537	-1.13710134083014
